StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,CodingScore,CommunicationScore
1044,6.5,0,1,0,75,4.5,No,No,58,84,NotPlaced,64,69
1045,7.6,1,2,0,76,3.8,Yes,Yes,55,73,Placed,62,67
1046,8.1,2,3,3,90,4.7,Yes,Yes,64,83,Placed,78,80
1047,7.7,2,3,0,87,4.4,Yes,Yes,78,82,NotPlaced,74,77
1048,8.3,1,1,1,71,4.8,Yes,Yes,78,83,NotPlaced,41,51
1049,7.7,1,1,1,71,4.2,No,Yes,55,72,NotPlaced,87,87
1050,8.5,1,3,2,88,4.2,Yes,Yes,87,88,Placed,85,86
1051,8.0,2,3,2,90,4.8,Yes,Yes,78,87,Placed,55,62
1052,7.5,1,1,1,64,3.3,No,No,68,58,NotPlaced,70,74
1053,8.7,0,1,2,90,4.5,Yes,Yes,76,87,Placed,72,75
1054,8.3,1,2,1,71,3.9,No,No,55,66,NotPlaced,68,73
1055,8.0,2,3,2,90,4.3,Yes,Yes,72,84,Placed,56,63
1056,7.7,0,2,0,73,4.2,Yes,Yes,82,87,Placed,54,61
1057,7.8,1,1,1,72,4.3,No,Yes,62,70,NotPlaced,64,69
1058,8.5,2,3,2,89,4.8,Yes,Yes,74,83,Placed,82,84
1059,7.5,1,1,0,77,3.9,No,Yes,55,69,NotPlaced,73,76
1060,8.2,1,2,3,82,4.6,Yes,Yes,74,83,NotPlaced,59,65
1061,8.7,2,3,2,90,4.8,Yes,Yes,79,85,Placed,76,79
1062,7.5,1,1,2,75,3.5,No,Yes,69,67,NotPlaced,22,35
1063,7.6,0,2,2,67,4.0,No,Yes,76,67,NotPlaced,82,83
1064,6.5,1,1,0,80,3.8,No,No,61,65,Placed,38,49
1065,7.7,1,1,1,77,4.1,Yes,Yes,74,61,NotPlaced,59,65
1066,8.6,0,3,2,73,4.2,Yes,No,73,85,Placed,48,56
1067,6.5,0,1,1,82,4.5,No,No,55,71,NotPlaced,45,54
1068,7.6,2,2,2,67,4.7,Yes,No,57,66,NotPlaced,82,83
1069,7.5,2,1,2,80,4.0,No,No,76,75,NotPlaced,57,64
1070,6.5,1,1,1,70,3.8,No,No,55,62,NotPlaced,70,74
1071,7.6,1,2,0,82,4.0,No,No,59,68,NotPlaced,64,69
1072,7.9,0,3,1,86,4.6,Yes,No,77,80,Placed,72,75
1073,6.5,1,1,1,77,3.9,No,Yes,55,70,NotPlaced,66,70
1074,8.3,2,3,2,90,4.7,Yes,Yes,82,83,NotPlaced,45,54
1075,8.1,2,3,2,90,4.8,Yes,Yes,80,88,Placed,79,81
1076,7.5,1,2,2,71,4.1,No,Yes,72,83,Placed,57,64
1077,6.8,1,1,0,85,4.3,No,Yes,77,75,NotPlaced,41,51
1078,7.4,1,1,0,78,3.9,No,No,55,80,NotPlaced,58,64
1079,6.6,1,2,0,77,4.1,No,Yes,55,72,NotPlaced,87,88
1080,8.4,1,2,2,77,4.5,No,Yes,55,85,NotPlaced,77,80
1081,8.8,1,1,2,87,4.4,Yes,Yes,78,81,Placed,59,65
1082,7.8,0,1,0,79,4.1,No,Yes,58,65,Placed,59,65
1083,7.4,0,2,0,86,3.8,No,Yes,78,71,NotPlaced,60,66
1084,7.4,0,1,1,73,4.4,No,No,55,57,NotPlaced,96,94
1085,7.6,1,1,3,79,4.8,No,Yes,70,66,NotPlaced,70,74
1086,8.3,1,3,2,90,4.8,Yes,Yes,86,84,Placed,71,75
1087,8.4,0,3,0,75,4.6,Yes,Yes,73,83,Placed,80,82
1088,7.2,0,1,0,60,3.8,No,No,55,63,NotPlaced,68,72
1089,8.2,2,3,2,86,4.7,Yes,Yes,85,88,Placed,61,66
1090,8.5,2,3,2,90,4.8,Yes,Yes,73,88,Placed,62,67
1091,7.7,1,1,0,70,4.3,No,Yes,78,72,NotPlaced,63,69
1092,8.7,1,2,2,77,4.3,Yes,Yes,79,88,Placed,64,69
1093,8.8,1,3,2,82,4.8,Yes,Yes,77,84,NotPlaced,75,78
1094,8.7,1,2,0,78,4.4,Yes,Yes,71,80,Placed,65,70
1095,8.8,2,3,2,90,4.8,Yes,Yes,72,88,Placed,75,78
1096,8.4,1,3,3,90,4.7,Yes,Yes,78,72,Placed,63,69
1097,8.1,2,3,2,90,4.6,Yes,Yes,82,88,Placed,66,70
1098,7.6,1,2,0,81,4.5,No,Yes,76,84,NotPlaced,35,46
1099,7.4,1,1,0,74,3.8,No,Yes,55,70,NotPlaced,78,80
1100,8.1,0,3,2,90,4.7,Yes,Yes,82,86,Placed,70,74
1101,7.8,1,1,2,81,4.8,Yes,Yes,79,65,Placed,79,81
1102,7.5,0,2,0,78,4.4,No,Yes,62,65,NotPlaced,21,35
1103,8.1,0,2,3,71,4.2,Yes,No,82,74,NotPlaced,96,95
1104,7.4,1,1,1,80,4.5,No,Yes,57,77,NotPlaced,62,68
1105,7.5,0,1,1,67,3.6,No,No,63,72,NotPlaced,81,83
1106,7.7,1,3,2,90,4.7,Yes,Yes,80,84,Placed,49,57
1107,7.6,1,2,2,78,4.4,Yes,Yes,82,74,NotPlaced,74,77
1108,6.5,0,1,0,78,3.9,No,No,64,67,NotPlaced,49,57
1109,7.3,1,1,2,82,4.2,Yes,Yes,72,74,NotPlaced,55,62
1110,8.3,2,3,2,89,4.4,Yes,Yes,66,84,Placed,93,92
1111,7.5,1,1,0,72,3.4,No,No,55,61,NotPlaced,62,67
1112,8.7,2,1,3,73,4.6,Yes,Yes,79,79,Placed,68,72
1113,7.4,1,3,1,87,3.6,No,No,57,61,NotPlaced,78,80
1114,7.8,2,1,0,84,4.2,Yes,Yes,71,65,Placed,72,75
1115,8.0,1,3,2,89,4.8,Yes,Yes,70,81,NotPlaced,67,71
1116,7.3,1,1,1,75,3.7,No,Yes,55,74,NotPlaced,70,74
1117,8.3,0,1,0,79,3.5,No,Yes,70,70,Placed,100,98
1118,7.8,1,1,1,78,4.5,No,Yes,78,66,NotPlaced,64,69
1119,8.2,1,3,2,90,4.8,Yes,Yes,72,85,Placed,68,72
1120,8.4,2,2,2,87,4.7,Yes,Yes,56,85,NotPlaced,80,82
1121,8.5,1,1,0,75,4.5,Yes,Yes,84,68,NotPlaced,81,83
1122,7.4,0,2,1,83,4.5,Yes,Yes,55,68,Placed,82,84
1123,7.2,1,1,1,83,4.4,No,No,59,68,NotPlaced,74,77
1124,6.9,1,2,1,70,4.1,No,No,60,64,NotPlaced,47,56
1125,8.5,0,3,3,87,4.7,Yes,Yes,73,85,NotPlaced,89,89
1126,7.8,2,3,2,90,4.3,Yes,Yes,80,85,Placed,47,56
1127,7.5,0,3,1,84,4.2,No,Yes,56,68,NotPlaced,69,73
1128,6.5,1,1,0,68,4.5,No,No,59,64,NotPlaced,53,60
1129,6.7,0,1,0,60,3.9,No,Yes,55,58,NotPlaced,64,69
1130,7.3,1,2,2,79,4.6,No,No,55,68,Placed,69,73
1131,7.4,1,2,1,63,3.6,Yes,Yes,57,61,NotPlaced,69,73
1132,8.6,2,3,2,90,4.8,Yes,Yes,73,80,Placed,71,75
1133,6.5,1,2,0,84,4.2,No,No,79,65,NotPlaced,89,89
1134,7.7,1,2,0,85,4.3,No,Yes,69,74,NotPlaced,71,75
1135,6.7,1,1,1,67,3.7,No,No,56,64,NotPlaced,61,67
1136,7.4,0,1,1,68,4.1,No,Yes,55,74,NotPlaced,79,81
1137,7.7,1,2,0,88,4.8,Yes,Yes,70,85,Placed,82,84
1138,8.7,2,3,0,86,4.8,Yes,Yes,70,80,Placed,46,55
1139,7.8,2,3,2,90,4.7,Yes,Yes,80,86,Placed,73,77
1140,8.0,2,3,2,90,4.8,Yes,Yes,73,88,NotPlaced,75,78
1141,7.7,2,1,1,79,4.6,Yes,Yes,89,87,Placed,60,66
1142,8.3,1,3,2,87,4.6,Yes,Yes,80,81,NotPlaced,85,86
1143,7.5,1,3,0,86,4.4,Yes,Yes,73,83,Placed,62,68
1144,8.3,2,3,2,81,4.8,Yes,Yes,70,85,Placed,66,71
1145,8.1,1,1,1,71,4.7,Yes,Yes,56,68,NotPlaced,62,67
1146,8.5,0,3,2,90,4.8,Yes,Yes,87,85,Placed,65,70
1147,8.6,2,3,0,85,4.8,Yes,Yes,89,83,Placed,48,56
1148,7.9,1,1,2,90,4.8,Yes,Yes,73,84,NotPlaced,43,52
1149,8.1,1,2,0,85,4.3,Yes,Yes,78,74,Placed,88,89
1150,6.9,1,1,0,71,4.5,No,Yes,55,63,NotPlaced,52,59
1151,6.8,2,3,3,87,4.0,Yes,Yes,78,82,NotPlaced,50,58
1152,7.7,1,1,0,84,4.7,Yes,Yes,71,63,Placed,32,44
1153,6.7,1,3,0,86,4.1,No,No,65,69,NotPlaced,55,62
1154,6.5,1,2,1,76,4.5,Yes,Yes,55,74,NotPlaced,45,54
1155,8.1,2,3,2,85,4.6,Yes,Yes,80,84,Placed,89,89
1156,7.5,0,1,1,78,3.9,No,Yes,55,75,NotPlaced,80,82
1157,8.4,2,3,0,85,4.2,Yes,Yes,60,86,NotPlaced,54,61
1158,6.8,1,1,0,76,4.5,No,No,55,65,Placed,98,97
1159,7.9,1,3,1,84,3.9,Yes,Yes,77,85,NotPlaced,79,81
1160,6.5,1,1,0,71,4.1,No,No,55,66,NotPlaced,60,66
1161,7.8,1,3,0,88,4.8,Yes,Yes,77,87,Placed,27,40
1162,6.5,0,2,1,60,3.5,No,No,55,73,NotPlaced,99,97
1163,7.8,0,1,1,77,4.8,No,Yes,73,67,NotPlaced,44,53
1164,7.8,0,1,0,61,4.0,No,No,56,68,NotPlaced,40,50
1165,6.5,1,1,0,67,3.8,No,Yes,55,71,NotPlaced,80,82
1166,8.3,1,3,2,76,4.8,Yes,Yes,71,87,Placed,100,99
1167,8.3,0,3,1,71,3.4,Yes,Yes,77,71,NotPlaced,85,86
1168,7.6,1,3,1,70,4.5,Yes,Yes,57,68,NotPlaced,73,76
1169,8.0,1,3,2,90,4.8,Yes,Yes,77,83,NotPlaced,73,77
1170,7.5,0,1,0,74,4.1,No,No,55,68,NotPlaced,77,80
1171,6.5,0,1,0,73,4.0,Yes,Yes,68,67,NotPlaced,76,79
1172,8.5,1,3,1,83,4.7,Yes,Yes,55,84,Placed,69,73
1173,7.6,1,1,2,78,4.2,No,No,78,60,NotPlaced,66,71
1174,7.7,2,3,1,85,4.2,Yes,No,83,84,Placed,64,69
1175,7.5,1,1,3,68,3.6,No,No,58,72,NotPlaced,53,60
1176,8.0,2,1,0,83,4.4,No,Yes,75,73,Placed,60,66
1177,8.2,0,1,2,88,4.6,Yes,No,75,58,Placed,39,49
1178,7.3,1,2,1,71,4.8,Yes,Yes,63,64,NotPlaced,63,68
1179,8.8,2,1,2,85,4.8,Yes,Yes,72,84,Placed,50,58
1180,8.1,1,3,2,90,4.8,Yes,Yes,81,83,Placed,48,56
1181,8.1,2,2,2,82,4.7,Yes,Yes,69,82,NotPlaced,67,72
1182,6.5,1,1,0,81,4.3,No,Yes,55,63,NotPlaced,85,86
1183,7.7,1,3,2,74,4.4,Yes,Yes,55,85,NotPlaced,78,81
1184,7.9,2,3,1,90,4.0,Yes,Yes,82,75,Placed,41,51
1185,6.9,0,2,1,76,3.7,No,No,55,64,NotPlaced,50,58
1186,6.8,1,1,3,72,4.3,No,Yes,75,74,NotPlaced,79,81
1187,7.6,1,1,0,71,3.8,No,No,55,70,NotPlaced,50,58
1188,7.7,1,1,0,88,4.7,No,Yes,55,61,NotPlaced,61,67
1189,8.6,2,3,2,90,4.3,Yes,No,78,79,Placed,73,76
1190,8.0,1,3,2,86,4.6,Yes,Yes,87,81,Placed,50,58
1191,6.5,2,3,0,85,4.0,No,No,55,73,NotPlaced,66,71
1192,7.8,1,2,1,70,4.1,No,Yes,55,63,NotPlaced,44,53
1193,7.6,1,1,1,77,4.5,No,No,82,64,NotPlaced,55,62
1194,7.6,1,1,2,73,3.6,No,Yes,62,72,NotPlaced,69,73
1195,8.1,2,3,2,90,4.8,Yes,Yes,84,88,Placed,41,50
1196,6.9,2,1,0,78,4.8,No,Yes,71,83,NotPlaced,71,75
1197,6.8,1,1,0,78,3.7,No,Yes,61,65,Placed,64,69
1198,7.2,1,1,0,69,4.0,No,No,55,67,NotPlaced,73,76
1199,8.4,0,1,0,73,4.4,No,No,61,58,NotPlaced,68,72
1200,8.2,0,3,2,87,4.8,Yes,Yes,73,87,Placed,85,86
1201,6.7,1,1,2,90,4.2,Yes,No,79,88,NotPlaced,66,71
1202,6.9,1,1,2,81,4.5,Yes,Yes,81,68,Placed,58,64
1203,7.5,1,1,1,77,4.5,Yes,Yes,72,86,Placed,66,71
1204,7.7,1,2,1,75,3.8,No,No,55,64,NotPlaced,73,76
1205,7.4,0,2,0,78,4.4,No,Yes,78,69,NotPlaced,65,70
1206,7.2,1,2,1,69,3.1,No,Yes,67,65,NotPlaced,65,70
1207,7.5,1,1,1,66,3.7,No,Yes,69,70,NotPlaced,54,61
1208,8.1,1,1,2,77,4.8,Yes,Yes,73,87,Placed,55,62
1209,7.5,1,2,1,78,4.4,Yes,Yes,64,74,NotPlaced,43,53
1210,8.3,2,3,0,89,4.6,Yes,Yes,86,83,Placed,91,90
1211,7.9,1,2,0,89,4.8,No,Yes,77,66,NotPlaced,46,55
1212,8.1,1,2,1,72,4.2,No,Yes,71,85,NotPlaced,54,61
1213,8.2,1,3,2,90,4.8,Yes,Yes,85,86,Placed,54,61
1214,7.4,0,1,0,75,3.8,No,No,79,62,NotPlaced,78,80
1215,7.7,1,2,0,73,4.3,No,Yes,55,70,NotPlaced,60,66
1216,6.9,1,3,2,82,3.5,Yes,Yes,59,60,Placed,83,84
1217,7.6,2,2,0,89,3.8,Yes,No,81,65,NotPlaced,54,61
1218,7.5,1,2,0,75,3.7,Yes,Yes,67,70,NotPlaced,69,73
1219,8.7,0,1,3,72,4.8,Yes,Yes,85,68,Placed,52,59
1220,7.7,2,1,1,64,4.2,No,Yes,55,78,NotPlaced,97,95
1221,8.3,1,2,0,74,4.7,Yes,Yes,88,65,Placed,47,55
1222,7.5,1,1,1,76,3.9,No,No,55,66,NotPlaced,69,73
1223,6.9,1,3,2,86,4.4,Yes,Yes,79,70,Placed,74,77
1224,8.0,1,2,0,79,4.4,No,No,84,77,NotPlaced,71,74
1225,8.3,2,3,0,90,4.6,Yes,Yes,78,70,Placed,62,67
1226,7.6,1,1,1,70,3.6,Yes,Yes,55,74,Placed,63,68
1227,8.9,2,1,2,90,3.7,Yes,Yes,62,69,Placed,65,70
1228,7.5,1,3,0,82,4.5,Yes,Yes,74,80,Placed,62,68
1229,8.3,1,2,0,79,4.3,No,Yes,79,84,Placed,79,81
1230,6.7,1,2,0,71,3.8,Yes,Yes,73,74,NotPlaced,98,96
1231,6.5,1,1,0,75,4.5,No,No,59,66,NotPlaced,56,63
1232,7.7,0,3,2,90,4.8,Yes,Yes,76,84,Placed,44,53
1233,7.0,0,1,2,72,4.0,Yes,Yes,56,62,NotPlaced,63,68
1234,8.6,2,3,2,90,4.8,Yes,No,74,81,Placed,100,100
1235,7.6,1,2,1,82,4.7,Yes,Yes,86,65,NotPlaced,52,60
1236,8.5,1,1,1,81,4.7,Yes,Yes,77,59,Placed,89,89
1237,8.4,0,3,2,74,4.5,Yes,Yes,81,68,Placed,90,90
1238,8.8,1,3,2,74,4.3,Yes,Yes,71,79,Placed,56,63
1239,8.4,1,3,2,87,4.8,No,Yes,77,84,Placed,73,76
1240,7.4,1,1,0,78,4.5,Yes,Yes,70,78,Placed,89,89
1241,8.2,1,3,2,90,4.4,Yes,Yes,85,84,Placed,59,65
1242,7.1,1,1,0,76,3.9,No,No,57,70,NotPlaced,61,67
1243,8.3,0,1,2,90,4.8,Yes,Yes,81,82,Placed,56,63
1244,8.4,0,2,1,82,4.7,Yes,Yes,57,75,NotPlaced,49,57
1245,6.5,0,2,0,78,4.3,Yes,Yes,55,69,NotPlaced,55,62
1246,7.2,1,1,1,90,4.5,No,Yes,81,71,NotPlaced,46,55
1247,8.4,2,2,2,79,4.7,Yes,Yes,76,80,Placed,65,70
1248,7.7,1,3,2,90,4.8,Yes,Yes,79,88,Placed,53,60
1249,7.3,0,2,0,69,3.8,No,Yes,55,63,NotPlaced,68,72
1250,6.5,1,1,1,62,4.1,No,Yes,60,64,NotPlaced,41,51
1251,8.3,1,1,0,75,4.0,No,No,55,68,NotPlaced,69,73
1252,7.2,0,1,0,79,3.8,No,Yes,81,70,NotPlaced,77,80
1253,8.2,2,3,2,90,4.8,Yes,Yes,81,88,Placed,35,46
1254,7.4,1,1,1,80,4.3,No,No,84,67,NotPlaced,70,74
1255,8.4,1,3,2,90,4.8,Yes,Yes,80,87,Placed,83,84
1256,7.6,1,3,0,83,4.3,Yes,Yes,81,81,Placed,46,55
1257,7.6,1,1,1,77,4.1,No,Yes,64,70,NotPlaced,90,90
1258,7.5,2,2,3,70,4.2,Yes,Yes,71,67,Placed,71,75
1259,8.1,2,3,2,86,4.8,Yes,Yes,75,86,Placed,54,61
1260,7.6,1,2,1,76,4.3,Yes,Yes,74,82,Placed,64,69
1261,8.3,2,3,2,81,4.7,Yes,No,89,85,Placed,73,76
1262,7.7,2,3,2,90,4.8,Yes,Yes,70,86,NotPlaced,66,70
1263,7.4,1,2,2,83,4.4,Yes,Yes,56,64,Placed,73,76
1264,8.5,1,2,2,78,4.8,Yes,Yes,57,70,NotPlaced,51,58
1265,8.4,1,1,1,69,4.1,Yes,Yes,63,60,NotPlaced,67,72
1266,8.6,1,3,1,90,4.8,Yes,Yes,72,83,NotPlaced,43,53
1267,7.9,0,2,2,85,4.0,Yes,Yes,85,88,Placed,63,68
1268,7.6,1,1,1,84,4.5,No,Yes,58,77,NotPlaced,51,59
1269,7.5,1,2,0,80,4.0,Yes,Yes,58,82,NotPlaced,53,61
1270,8.0,2,3,1,85,4.8,Yes,Yes,72,82,NotPlaced,83,84
1271,8.2,0,1,2,86,4.4,Yes,No,79,72,Placed,81,83
1272,7.5,1,1,0,68,4.1,Yes,Yes,55,67,NotPlaced,74,77
1273,8.6,0,3,2,85,4.6,No,Yes,55,78,Placed,48,56
1274,8.1,1,1,2,72,4.1,Yes,No,64,65,NotPlaced,60,66
1275,8.1,2,3,2,90,4.8,Yes,Yes,78,83,Placed,83,84
1276,8.5,2,3,0,90,4.8,Yes,Yes,73,88,Placed,67,71
1277,8.6,2,2,2,90,4.8,Yes,Yes,72,88,Placed,99,97
1278,6.5,1,3,2,89,4.6,No,Yes,81,71,NotPlaced,70,74
1279,6.5,0,1,0,61,3.7,No,No,67,71,NotPlaced,67,72
1280,7.7,0,1,0,63,4.0,Yes,No,67,63,Placed,60,66
1281,8.2,1,1,1,80,4.3,No,No,75,64,NotPlaced,67,71
1282,7.7,1,3,0,81,4.1,Yes,Yes,77,68,Placed,62,68
1283,8.2,0,1,1,80,4.8,Yes,Yes,55,85,Placed,75,78
1284,8.5,2,3,2,90,4.1,Yes,Yes,74,81,Placed,79,81
1285,8.6,0,3,2,89,4.3,Yes,Yes,83,68,Placed,53,60
1286,7.4,1,2,1,70,3.8,No,Yes,55,73,NotPlaced,45,54
1287,8.5,2,3,0,90,4.7,Yes,Yes,84,88,Placed,37,47
1288,8.2,1,2,0,82,3.9,Yes,Yes,75,86,NotPlaced,72,76
1289,7.8,2,3,0,83,4.6,Yes,Yes,79,69,Placed,48,56
1290,7.0,0,2,1,67,3.8,Yes,No,75,67,NotPlaced,32,44
1291,7.4,1,2,2,80,4.2,Yes,Yes,73,66,Placed,70,74
1292,7.5,1,3,0,77,4.5,Yes,No,82,64,NotPlaced,100,99
1293,8.0,0,3,2,90,4.8,Yes,Yes,81,83,Placed,64,69
1294,8.2,0,3,2,82,4.7,No,Yes,81,82,Placed,77,80
1295,7.6,1,1,1,66,4.5,No,Yes,55,68,NotPlaced,66,70
1296,6.5,2,1,0,67,3.7,No,No,55,67,NotPlaced,63,68
1297,6.8,2,2,2,78,4.3,Yes,Yes,78,86,Placed,78,81
1298,7.6,0,2,0,80,4.0,Yes,Yes,57,83,NotPlaced,60,66
1299,7.5,1,1,0,78,4.0,No,No,55,71,NotPlaced,69,73
1300,7.3,1,2,0,79,4.6,No,Yes,55,72,NotPlaced,69,73
1301,8.3,2,3,2,80,4.2,Yes,Yes,76,87,Placed,54,61
1302,7.3,1,2,1,61,4.5,No,Yes,55,84,NotPlaced,79,81
1303,8.5,1,3,2,88,4.8,Yes,Yes,72,83,Placed,62,67
1304,8.6,1,3,2,90,4.6,Yes,Yes,85,84,Placed,53,60
1305,8.6,1,3,2,79,4.5,Yes,Yes,68,82,Placed,73,76
1306,8.2,1,3,2,90,4.8,Yes,Yes,64,87,NotPlaced,51,59
1307,8.1,1,2,2,86,4.4,Yes,Yes,81,86,Placed,65,70
1308,7.0,1,1,2,70,4.8,Yes,Yes,70,88,NotPlaced,64,69
1309,8.2,2,2,0,85,4.1,No,Yes,84,84,Placed,81,83
1310,6.6,0,1,2,72,4.1,No,Yes,84,70,NotPlaced,72,75
1311,6.6,1,1,0,73,3.9,No,No,63,62,NotPlaced,64,69
1312,8.6,2,3,2,89,4.8,Yes,Yes,73,87,Placed,77,79
1313,7.7,1,2,1,67,3.8,No,Yes,75,60,NotPlaced,85,86
1314,7.6,0,3,1,90,4.6,Yes,Yes,80,72,Placed,73,76
1315,7.4,1,2,0,90,4.7,Yes,Yes,77,84,Placed,65,70
1316,7.3,0,1,0,78,4.2,Yes,Yes,60,66,NotPlaced,45,54
1317,6.5,1,2,0,76,4.4,No,No,55,59,NotPlaced,49,57
1318,7.2,0,2,0,77,4.6,No,No,61,71,NotPlaced,60,66
1319,7.5,0,1,0,72,4.3,Yes,Yes,60,61,NotPlaced,55,62
1320,7.9,1,3,0,89,4.5,Yes,Yes,59,84,Placed,62,67
1321,8.7,1,3,2,90,4.8,Yes,Yes,79,88,NotPlaced,65,70
1322,7.9,2,3,2,80,4.6,Yes,No,77,69,NotPlaced,72,76
1323,6.8,0,1,1,61,3.5,Yes,Yes,57,62,NotPlaced,63,69
1324,8.2,0,3,3,90,4.6,Yes,Yes,75,84,Placed,72,75
1325,8.5,1,1,2,85,4.7,Yes,Yes,80,77,Placed,65,70
1326,6.6,1,1,1,76,4.5,No,No,65,63,Placed,35,46
1327,6.6,1,1,0,70,3.3,No,Yes,60,68,NotPlaced,50,58
1328,6.5,1,1,1,67,3.6,No,No,58,67,NotPlaced,62,68
1329,7.6,1,2,1,86,4.8,Yes,Yes,55,68,NotPlaced,46,55
1330,7.6,2,2,2,74,3.8,Yes,Yes,75,84,NotPlaced,73,77
1331,7.5,0,1,0,60,3.7,No,No,55,67,NotPlaced,87,88
1332,8.0,1,3,2,90,4.8,Yes,Yes,75,82,Placed,83,84
1333,8.8,2,3,2,90,4.8,Yes,Yes,77,85,Placed,61,67
1334,7.5,0,1,0,80,4.5,No,No,58,67,NotPlaced,87,87
1335,7.3,2,1,1,80,4.6,No,Yes,74,75,NotPlaced,67,71
1336,8.0,2,3,1,90,4.3,Yes,Yes,79,73,Placed,59,65
1337,7.6,1,1,0,74,4.6,Yes,Yes,76,64,NotPlaced,55,62
1338,7.5,2,3,1,90,4.4,No,Yes,81,81,NotPlaced,60,66
1339,6.5,1,1,0,67,4.6,No,Yes,55,74,NotPlaced,59,65
1340,7.6,0,1,0,78,4.3,No,Yes,71,64,NotPlaced,67,72
1341,8.2,0,1,0,90,4.7,No,Yes,67,86,NotPlaced,67,71
1342,7.4,0,3,2,80,4.4,Yes,Yes,79,67,NotPlaced,65,70
1343,8.4,1,3,2,90,4.1,Yes,Yes,77,82,Placed,71,75
1344,8.7,2,2,2,90,4.8,Yes,Yes,80,85,Placed,82,84
1345,8.2,2,3,2,90,4.8,Yes,Yes,82,88,Placed,79,81
1346,8.3,1,3,0,90,4.1,Yes,Yes,82,81,Placed,42,52
1347,7.8,1,2,1,78,4.4,No,Yes,70,78,NotPlaced,26,39
1348,8.1,0,2,0,73,4.5,No,Yes,55,67,NotPlaced,79,81
1349,6.6,2,2,0,85,3.7,Yes,Yes,58,72,Placed,44,53
1350,7.6,2,2,0,86,4.0,Yes,Yes,55,67,Placed,61,67
1351,8.6,0,3,2,90,4.8,Yes,Yes,81,82,Placed,47,55
1352,8.4,2,3,2,85,4.5,No,Yes,86,81,Placed,37,48
1353,8.1,2,3,2,89,4.6,Yes,No,79,88,Placed,73,76
1354,8.1,1,3,1,82,4.8,Yes,Yes,82,82,Placed,76,79
1355,7.7,0,1,0,78,4.3,Yes,No,55,68,NotPlaced,56,63
1356,6.9,1,1,0,68,4.7,Yes,Yes,60,63,NotPlaced,26,38
1357,7.8,1,1,2,79,4.7,No,No,55,65,NotPlaced,56,63
1358,7.6,1,1,1,75,3.9,No,Yes,62,70,NotPlaced,70,74
1359,8.4,1,3,2,90,4.8,Yes,Yes,69,82,Placed,42,52
1360,6.7,1,1,1,69,3.5,No,No,63,72,NotPlaced,67,72
1361,7.3,1,2,0,76,4.5,No,Yes,60,68,NotPlaced,64,69
1362,8.8,0,2,1,73,4.8,Yes,No,81,83,NotPlaced,73,76
1363,7.6,1,2,0,78,4.4,No,No,80,79,NotPlaced,66,71
1364,8.3,2,3,2,85,4.7,Yes,Yes,72,85,NotPlaced,50,58
1365,8.4,1,1,2,82,4.8,Yes,Yes,63,67,Placed,82,84
1366,6.7,2,0,0,75,4.0,Yes,Yes,55,69,Placed,62,68
1367,7.6,1,2,0,79,4.1,No,Yes,55,72,NotPlaced,64,69
1368,7.5,1,2,2,77,4.1,No,Yes,66,83,Placed,51,58
1369,7.9,2,3,2,75,3.9,Yes,Yes,75,68,Placed,58,64
1370,7.9,2,3,2,85,4.4,Yes,Yes,77,82,Placed,51,59
1371,8.1,2,3,2,83,4.4,Yes,Yes,90,81,Placed,62,67
1372,8.1,0,3,0,90,4.7,Yes,No,83,84,Placed,90,90
1373,7.5,2,1,1,60,3.2,No,Yes,55,67,NotPlaced,44,53
1374,8.2,0,1,1,79,4.3,Yes,Yes,57,68,NotPlaced,40,50
1375,7.5,1,2,2,86,3.6,No,No,74,86,Placed,87,87
1376,6.7,1,2,3,69,4.6,Yes,No,72,69,NotPlaced,61,67
1377,6.8,1,2,0,75,4.3,No,Yes,55,67,NotPlaced,54,61
1378,7.8,0,2,0,74,4.7,Yes,Yes,77,81,Placed,80,82
1379,8.5,1,1,2,85,4.8,Yes,Yes,73,84,Placed,55,62
1380,7.5,1,1,1,84,4.3,No,Yes,55,67,NotPlaced,92,91
1381,8.3,2,3,2,90,4.8,Yes,Yes,78,66,Placed,75,78
1382,8.7,1,2,2,90,4.8,Yes,Yes,73,87,Placed,57,64
1383,8.4,1,1,0,80,3.7,Yes,Yes,55,81,NotPlaced,97,95
1384,8.4,2,3,0,74,3.6,Yes,Yes,64,69,NotPlaced,55,62
1385,8.3,1,2,0,73,3.6,No,Yes,57,71,NotPlaced,76,78
1386,7.5,0,1,1,83,3.9,No,No,61,66,NotPlaced,69,73
1387,7.9,1,1,0,61,4.4,Yes,Yes,55,67,NotPlaced,84,85
1388,8.0,2,2,2,90,4.8,Yes,Yes,90,84,Placed,88,88
1389,7.8,1,3,2,89,4.6,Yes,Yes,72,81,Placed,65,70
1390,6.5,0,1,1,68,4.1,No,Yes,55,68,NotPlaced,53,60
1391,7.9,0,3,0,75,3.6,Yes,Yes,62,70,Placed,71,75
1392,7.7,0,1,0,71,4.2,No,No,60,71,NotPlaced,54,61
1393,7.9,1,3,0,81,4.8,Yes,Yes,69,82,Placed,95,94
1394,7.6,1,2,0,75,4.8,No,No,61,69,NotPlaced,67,71
1395,6.7,1,1,0,73,3.8,No,Yes,55,64,NotPlaced,59,65
